"","bill_means","id"
"1",0.0316253047,"Projet.de.loi.organique.N.16.2015.relatif.au.Conseil.Supérieur.de.la.Magistrature"
"2",0.0318992453,"Projet.de.loi.N.69.2012.relatif.aux.contrats.de.partenariat.public.privé..PPP."
"3",0.0324550297,"Projet.de.loi.N.11.2015.portant.approbation.de.la.convention.de.garantie.conclue.le.20.novembre.2014.entre.le.Gouvernement.de.la.République.Tunisienne.et.la.Société.Internationale.Islamique.de.Financement.du.Commerce.et.relative.à.la.convention.de.Mourabaha.conclue.entre.la.Société.Tunisienne.des.Industries.de.Raffinage.et.la.Société.Internationale.Islamique.de.Financement.du.Commerce.pour.le.financement.des.importations.de.pétrole.brut.et.de.produits.pétroliers"
"4",0.0335106823,"Projet.de.loi.N.48.2013.amendant.et.complétant.la.loi.N.64.1991.du.29.Juillet.1991.relative.à.la.concurrence.et.aux.prix"
"5",0.0346056607,"Projet.de.loi.N.45.2015.portant.approbation.d.un.accord.de.prêt.conclu.le.6.Avril.2015.entre.le.Gouvernement.de.la.république.tunisienne.et.la.Banque.Islamique.de.Développement.relatif.au.financement.du.projet.d.amélioration.d.approvisionnement.en.eau.potable.dans.le.milieu.rural.au.gouvernorat.de.Bizerte"
"6",0.0348260707,"Projet.de.loi.N.67.2014.portant.approbation.d.un.échange.de.notes.entre.le.gouvernement.de.la.République.tunisienne.et.le.gouvernement.du.Japon.relatif.au.financement.du.projet.de.construction.d.une.centrale.électrique.à.cycle.combiné.à.Rades.et.la.lettre.de.garantie.de.crédit.relative.à.l.accord.signé.entre.l.Agence.Japonaise.de.Coopération.Internationale.et.la.Société.Tunisienne.d.Electricité.et.de.Gaz"
"7",0.0350250154,"Projet.de.loi.N.69.2014.portant.approbation.de.l.accord.de.prêt.conclu.le.19.août.2014.entre.la.République.tunisienne.et.la.Banque.Internationale.pour.la.Reconstruction.et.le.Développement.pour.le.financement.du.troisième.projet.de.développement.des.exportations"
"8",0.0352906646,"Projet.de.loi.N.37.2015.relatif.au.renforcement.des.bases.financières.de.la.Banque.de.l.Habitat.et.la.Société.Tunisienne.de.Banque"
"9",0.0359892942,"Projet.de.loi.N.11.2014.portant.approbation.du.contrat.de.garantie.à.première.demande.conclu.à.Tunis.le.19.Décembre.2013.entre.le.gouvernement.de.la.République.Tunisienne.et.la.Banque.Européenne.d.Investissement.relatif.au.prêt.global.accordé.à.la.caisse.des.prêts.et.de.soutien.aux.collectivités.locales"
"10",0.036087748,"Projet.de.loi.N.67.2015.relatif.à.l.approbation.de.la.soumission.de.l.emprunt.obligataire.émis.par.la.Banque.Centrale.Tunisienne.au.marché.financier.international..Objet.des.accords.conclus.entre.la.Banque.Centrale.Tunisienne.avec.un.groupe.d.établissements.financiers"
"11",0.0362549513,"Projet.de.loi.N.02.2014.portant.ratification.de.la.convention.de.prêt.ayant.pour.objet.une.facilité.d.ajustement.structurel.des.finances.publiques.conclue.à.Tunis.le.28.Novembre.2013.entre.la.Banque.Centrale.de.Tunisie.au.profit.de.l.Etat.et.le.Fonds.Monétaire.Arabe"
"12",0.0368529349,"Projet.de.loi.organique.N.25.2014.portant.approbation.de.la.charte.portant.création.et.organisation.du.réseau.régional.d.échange.d.informations.et.d.expertise.dans.le.secteur.des.déchets..sweep.net."
